enterprise_id,enterprise_type,fiscal_quarter,revenue_inr,raw_material_cost,energy_cost,logistics_cost,labour_cost,opex_total,capex,gst_input_credit,gst_output_tax,gst_refund_claimed,gst_refund_anomaly,export_incentive_claimed,bank_od_utilization_pct,related_party_txn_pct,is_shell_entity
UDYAM-TN-21-23-0020423,Micro,2024Q1,65517,23084,6321,4964,9585,43955,2699,7863,11793,7863,0,2512,43.5,12.1,0
UDYAM-TN-21-23-0020423,Micro,2024Q2,95252,29022,6908,9215,17818,62964,1978,10625,17145,10625,0,115,44.3,12.1,0
UDYAM-TN-21-23-0020423,Micro,2024Q3,75248,35198,5106,6979,8746,56030,785,8113,13545,8113,0,1222,81.5,12.1,0
UDYAM-TN-21-23-0020423,Micro,2024Q4,69941,21614,6249,3625,10420,41908,2177,7372,12589,7372,0,1854,71.4,12.1,0
UDYAM-TN-24-23-0943314,Micro,2022Q1,1254200,490814,69450,96506,159677,816446,46465,146500,225756,146500,0,50448,49.8,5.1,0
UDYAM-TN-24-23-0943314,Micro,2022Q2,1693465,531113,99180,166422,214797,1011512,54496,157225,304824,157225,0,80939,56.1,5.1,0
UDYAM-TN-24-23-0943314,Micro,2022Q3,1257733,562110,114932,77526,273753,1028322,14811,170865,226392,170865,0,34523,67.5,5.1,0
UDYAM-TN-24-23-0943314,Micro,2022Q4,987533,461235,62700,71633,191503,787072,38285,126863,177756,126863,0,2793,93.8,5.1,0
UDYAM-TN-24-23-0943314,Micro,2023Q1,1295546,474834,92463,126276,185873,879446,29581,149015,233198,149015,0,56841,29.0,5.1,0
UDYAM-TN-24-23-0943314,Micro,2023Q2,1688688,679942,137216,90503,413366,1321027,43278,207275,303964,207275,0,82169,75.0,5.1,0
UDYAM-TN-24-23-0943314,Micro,2023Q3,1028859,435299,99287,84498,228333,847417,14000,139229,185195,139229,0,42273,82.7,5.1,0
UDYAM-TN-24-23-0943314,Micro,2023Q4,993079,427497,57982,93433,243888,822800,19861,143253,178754,143253,0,11028,36.4,5.1,0
UDYAM-TN-24-23-0943314,Micro,2024Q1,1278849,533290,127452,109925,181322,951989,46406,143212,230193,143212,0,49034,21.3,5.1,0
UDYAM-TN-24-23-0943314,Micro,2024Q2,1741645,707303,176480,128186,195195,1207165,8823,196530,313496,196530,0,39647,59.5,5.1,0
UDYAM-TN-24-23-0943314,Micro,2024Q3,1143753,494947,137131,95494,204647,932220,41166,136970,205875,136970,0,53417,38.8,5.1,0
UDYAM-TN-24-23-0943314,Micro,2024Q4,1050988,487888,65249,55039,250850,859026,6600,151812,189178,151812,0,48729,17.7,5.1,0
UDYAM-TN-28-22-0444155,Micro,2022Q1,87333,33566,6015,5803,13113,58498,887,9103,15720,9103,0,1139,48.8,9.8,0
UDYAM-TN-28-22-0444155,Micro,2022Q2,85805,35824,9047,7286,11425,63581,1457,9771,15445,9771,0,1402,90.8,9.8,0
UDYAM-TN-28-22-0444155,Micro,2022Q3,74273,35654,5678,7062,11882,60275,1841,9267,13369,9267,0,760,85.0,9.8,0
UDYAM-TN-28-22-0444155,Micro,2022Q4,80119,30337,7509,7232,15968,61046,3493,9055,14421,9055,0,3059,51.6,9.8,0
UDYAM-TN-28-22-0444155,Micro,2023Q1,91237,38587,10106,4825,10118,63636,2046,11299,16423,11299,0,4313,47.4,9.8,0
UDYAM-TN-28-22-0444155,Micro,2023Q2,86066,34264,6240,7527,12000,60031,2063,9128,15492,9128,0,2161,20.0,9.8,0
UDYAM-TN-28-22-0444155,Micro,2023Q3,99062,29915,6523,6348,20435,63221,172,10130,17831,10130,0,3966,35.5,9.8,0
UDYAM-TN-28-22-0444155,Micro,2023Q4,73607,32171,7010,5392,11796,56369,2173,8198,13249,8198,0,2762,39.7,9.8,0
UDYAM-TN-28-22-0444155,Micro,2024Q1,77297,31841,3983,4388,18674,58886,2727,9773,13913,9773,0,517,12.5,9.8,0
UDYAM-TN-28-22-0444155,Micro,2024Q2,111898,47155,8314,5963,16056,77487,3335,12259,20142,12259,0,4775,21.9,9.8,0
UDYAM-TN-28-22-0444155,Micro,2024Q3,95772,30010,10117,6135,16248,62510,4108,10436,17239,10436,0,332,79.4,9.8,0
UDYAM-TN-28-22-0444155,Micro,2024Q4,75929,27096,6686,3945,11158,48885,1831,7735,13667,7735,0,713,36.0,9.8,0
UDYAM-TN-16-21-0426157,Small,2022Q1,5435907,2154685,314291,296043,763324,3528343,23006,531139,978463,531139,0,205263,29.6,0.9,0
UDYAM-TN-16-21-0426157,Small,2022Q2,7471811,2471759,841989,562009,1080434,4956192,62859,855599,1344926,855599,0,48165,38.5,0.9,0
UDYAM-TN-16-21-0426157,Small,2022Q3,5825891,2164187,451810,544996,828022,3989015,12018,685925,1048660,685925,0,188617,13.3,0.9,0
UDYAM-TN-16-21-0426157,Small,2022Q4,5518860,2400956,297666,336440,891583,3926644,108711,580879,993395,580879,0,252046,78.4,0.9,0
UDYAM-TN-16-21-0426157,Small,2023Q1,6937163,3088002,697369,349217,1265089,5399677,38570,801776,1248689,801776,0,67822,27.9,0.9,0
UDYAM-TN-16-21-0426157,Small,2023Q2,6544658,2383857,584865,623117,1027517,4619357,291819,773970,1178039,773970,0,82662,74.9,0.9,0
UDYAM-TN-16-21-0426157,Small,2023Q3,5982062,1857719,563053,389708,1320842,4131322,74449,667052,1076771,667052,0,258288,60.8,0.9,0
UDYAM-TN-16-21-0426157,Small,2023Q4,5151304,2302351,378778,270720,843228,3795077,31302,551731,927235,551731,0,168326,24.4,0.9,0
UDYAM-TN-16-21-0426157,Small,2024Q1,6055771,2811026,402882,430833,1375312,5020053,153939,795727,1090039,795727,0,90871,45.1,0.9,0
UDYAM-TN-16-21-0426157,Small,2024Q2,8981821,2990862,931235,807651,1919095,6648843,119077,1003551,1616728,1003551,0,339295,85.1,0.9,0
UDYAM-TN-16-21-0426157,Small,2024Q3,6259803,1898097,443135,386237,1025378,3752846,286689,578169,1126765,578169,0,172178,12.7,0.9,0
UDYAM-TN-16-21-0426157,Small,2024Q4,6064465,1829510,487005,552964,955733,3825213,218235,560900,1091604,560900,0,249620,82.7,0.9,0
UDYAM-TN-05-21-0423390,Micro,2022Q1,1786782,615693,127416,147073,202497,1092678,88815,164461,321621,164461,0,42188,32.5,8.9,0
UDYAM-TN-05-21-0423390,Micro,2022Q2,1762623,802922,88791,93617,263488,1248817,47377,197409,317272,197409,0,50071,10.3,8.9,0
UDYAM-TN-05-21-0423390,Micro,2022Q3,1306013,636849,115247,94446,210402,1056944,50403,154226,235082,154226,0,40369,60.1,8.9,0
UDYAM-TN-05-21-0423390,Micro,2022Q4,1170692,386630,81873,86902,261074,816479,5303,131467,210725,131467,0,13115,26.8,8.9,0
UDYAM-TN-05-21-0423390,Micro,2023Q1,1675824,546390,115185,105240,403171,1169987,70768,204564,301648,204564,0,5876,54.6,8.9,0
UDYAM-TN-05-21-0423390,Micro,2023Q2,1669029,663320,139728,98296,255926,1157271,19426,168014,300425,168014,0,23860,39.7,8.9,0
UDYAM-TN-05-21-0423390,Micro,2023Q3,1617693,687368,83679,135534,213690,1120271,51403,191845,291185,191845,0,49026,79.4,8.9,0
UDYAM-TN-05-21-0423390,Micro,2023Q4,1447676,453101,85344,111283,254424,904152,55660,154300,260582,154300,0,22339,89.1,8.9,0
UDYAM-TN-05-21-0423390,Micro,2024Q1,1535388,625766,183716,102859,314592,1226932,68666,193369,276370,193369,0,23223,82.3,8.9,0
UDYAM-TN-05-21-0423390,Micro,2024Q2,2192147,842212,116733,169775,353384,1482105,46712,220471,394586,220471,0,88919,76.9,8.9,0
UDYAM-TN-05-21-0423390,Micro,2024Q3,1295542,436964,84429,92461,269566,883420,23211,128933,233198,128933,0,38634,62.2,8.9,0
UDYAM-TN-05-21-0423390,Micro,2024Q4,1074450,432624,116648,103978,260187,913437,50859,146711,193401,146711,0,47934,53.8,8.9,0
UDYAM-TN-05-21-0387478,Medium,2022Q1,29581689,10052013,2542749,1729558,5391959,19716279,844640,3457402,5324704,3457402,0,8160,29.3,4.5,0
UDYAM-TN-05-21-0387478,Medium,2022Q2,40961400,13837591,3777720,3960458,4152065,25727834,952935,3983482,7373052,3983482,0,1264354,28.2,4.5,0
UDYAM-TN-05-21-0387478,Medium,2022Q3,29809912,9253595,1715063,1597136,3244644,15810439,1386935,2545514,5365784,2545514,0,696326,66.3,4.5,0
UDYAM-TN-05-21-0387478,Medium,2022Q4,26531087,10932549,2918297,2551236,6025791,22427873,560736,3673165,4775596,3673165,0,143402,72.2,4.5,0
UDYAM-TN-05-21-0387478,Medium,2023Q1,27973499,12816591,2980609,1918968,6765367,24481535,208333,3815087,5035230,3815087,0,651000,37.2,4.5,0
UDYAM-TN-05-21-0387478,Medium,2023Q2,40014103,14550706,3276670,2431381,5131670,25390427,1461193,4346636,7202539,4346636,0,61814,41.1,4.5,0
UDYAM-TN-05-21-0387478,Medium,2023Q3,24457222,11441499,2506747,2250031,5697995,21896273,1198088,3206559,4402300,3206559,0,131705,43.8,4.5,0
UDYAM-TN-05-21-0387478,Medium,2023Q4,21163388,9490815,1987405,1175057,2779011,15432288,932315,2614577,3809410,2614577,0,1026050,38.7,4.5,0
UDYAM-TN-05-21-0387478,Medium,2024Q1,26238554,9959580,2741377,2026053,5867504,20594514,412349,3522447,4722940,3522447,0,379585,42.5,4.5,0
UDYAM-TN-05-21-0387478,Medium,2024Q2,38742398,11751878,2146884,2861031,5318564,22078356,1862576,3348005,6973632,3348005,0,1594874,38.6,4.5,0
UDYAM-TN-05-21-0387478,Medium,2024Q3,25925226,11936538,2791722,1813760,5445881,21987900,575174,3448672,4666541,3448672,0,33574,63.3,4.5,0
UDYAM-TN-05-21-0387478,Medium,2024Q4,24699026,8526398,1712147,2163727,4729087,17131358,162603,2607540,4445825,2607540,0,103000,17.1,4.5,0
UDYAM-TN-18-20-0003718,Medium,2022Q1,11603809,4703596,945959,850770,2599214,9099540,348485,1427629,2088686,1427629,0,261373,71.4,2.4,0
UDYAM-TN-18-20-0003718,Medium,2022Q2,14610268,6879372,1012268,777407,3480561,12149608,917,2005362,2629848,2005362,0,464394,76.4,2.4,0
UDYAM-TN-18-20-0003718,Medium,2022Q3,11937719,4100716,1182771,972113,1621860,7877460,393177,1194821,2148789,1194821,0,408486,57.8,2.4,0
UDYAM-TN-18-20-0003718,Medium,2022Q4,13375680,5678860,974441,773071,3052392,10478763,74691,1738057,2407622,1738057,0,259984,43.4,2.4,0
UDYAM-TN-18-20-0003718,Medium,2023Q1,11480951,4731601,1026367,758760,2412585,8929313,411795,1498289,2066571,1498289,0,280279,29.6,2.4,0
UDYAM-TN-18-20-0003718,Medium,2023Q2,14784794,6905024,1466846,843431,1750620,10965920,106431,1867762,2661263,1867762,0,349535,26.5,2.4,0
UDYAM-TN-18-20-0003718,Medium,2023Q3,14131999,5760402,1155770,1331433,3142904,11390509,108982,1812182,2543760,1812182,0,305335,93.7,2.4,0
UDYAM-TN-18-20-0003718,Medium,2023Q4,11422941,4429283,1351572,636808,1700869,8118531,308878,1448811,2056129,1448811,0,27230,41.9,2.4,0
UDYAM-TN-18-20-0003718,Medium,2024Q1,13722855,6624435,1313297,1348719,3396927,12683377,86816,2151763,2470114,2151763,0,465752,91.0,2.4,0
UDYAM-TN-18-20-0003718,Medium,2024Q2,15674554,6683071,922706,1426719,3642413,12674908,6369,1991442,2821420,1991442,0,29011,37.4,2.4,0
UDYAM-TN-18-20-0003718,Medium,2024Q3,12723055,6281602,1473322,1189086,2710902,11654913,621608,1956238,2290150,1956238,0,450349,62.9,2.4,0
UDYAM-TN-18-20-0003718,Medium,2024Q4,13377420,4691338,1495276,709414,3030991,9927018,194892,1626594,2407936,1626594,0,134920,54.4,2.4,0
UDYAM-TN-27-21-0970734,Micro,2022Q1,288117,133498,23377,15314,69707,241896,346,42190,51861,42190,0,5577,67.0,12.2,0
UDYAM-TN-27-21-0970734,Micro,2022Q2,291252,104150,21542,17239,45347,188279,1615,31033,52425,31033,0,10431,29.7,12.2,0
UDYAM-TN-27-21-0970734,Micro,2022Q3,287914,88860,33838,25142,59167,207008,13099,29906,51825,29906,0,14207,62.5,12.2,0
UDYAM-TN-27-21-0970734,Micro,2022Q4,226720,86491,26907,18852,43661,175911,10097,27324,40810,27324,0,6497,37.2,12.2,0
UDYAM-TN-27-21-0970734,Micro,2023Q1,231587,71036,26860,15999,34893,148787,9873,24329,41686,24329,0,1443,90.5,12.2,0
UDYAM-TN-27-21-0970734,Micro,2023Q2,268823,126945,31211,15503,29553,203212,9600,32718,48388,32718,0,1538,25.4,12.2,0
UDYAM-TN-27-21-0970734,Micro,2023Q3,210930,66385,24127,18032,49430,157974,6423,23383,37967,23383,0,6112,17.7,12.2,0
UDYAM-TN-27-21-0970734,Micro,2023Q4,181111,89269,13640,14119,37944,154972,559,27097,32600,27097,0,3308,15.3,12.2,0
UDYAM-TN-27-21-0970734,Micro,2024Q1,223711,110757,15291,15691,47918,189658,10934,32829,40268,32829,0,2073,66.6,12.2,0
UDYAM-TN-27-21-0970734,Micro,2024Q2,322257,131543,29032,18169,69280,248023,15340,37943,58006,37943,0,7872,34.6,12.2,0
UDYAM-TN-27-21-0970734,Micro,2024Q3,230691,96322,18542,22507,23195,160566,2660,26773,41524,26773,0,7478,49.1,12.2,0
UDYAM-TN-27-21-0970734,Micro,2024Q4,192174,67604,11561,18058,26011,123235,7603,17801,34591,17801,0,2878,93.0,12.2,0
UDYAM-TN-18-22-0672643,Small,2022Q1,11242199,4484187,1215422,991596,2645317,9336522,301166,1558500,2023596,1558500,0,319772,33.6,0.4,0
UDYAM-TN-18-22-0672643,Small,2022Q2,14731763,4658696,1410685,857239,1878553,8805174,124854,1569482,2651717,1569482,0,719290,51.2,0.4,0
UDYAM-TN-18-22-0672643,Small,2022Q3,11545964,5585396,1018120,661769,2761083,10026369,239137,1621137,2078273,1621137,0,240594,71.9,0.4,0
UDYAM-TN-18-22-0672643,Small,2022Q4,8063873,2710984,886287,607539,1304774,5509584,257443,844618,1451497,844618,0,115876,53.0,0.4,0
UDYAM-TN-18-22-0672643,Small,2023Q1,12437172,3760392,832323,938186,3085373,8616274,33592,1261167,2238691,1261167,0,468572,59.7,0.4,0
UDYAM-TN-18-22-0672643,Small,2023Q2,12493389,4624583,1380052,1227622,1698965,8931222,503616,1338802,2248810,1338802,0,69455,83.6,0.4,0
UDYAM-TN-18-22-0672643,Small,2023Q3,9396171,3579249,929818,542615,974712,6026393,123349,884385,1691311,884385,0,27825,36.2,0.4,0
UDYAM-TN-18-22-0672643,Small,2023Q4,9983404,4897639,589103,745735,1822765,8055243,381133,1432827,1797013,1432827,0,22778,61.7,0.4,0
UDYAM-TN-18-22-0672643,Small,2024Q1,11814595,5129982,1376172,822629,2348526,9677309,346382,1467979,2126627,1467979,0,22541,32.5,0.4,0
UDYAM-TN-18-22-0672643,Small,2024Q2,15766672,5049822,868757,1302367,2735963,9956909,521292,1437590,2838001,1437590,0,507159,83.5,0.4,0
UDYAM-TN-18-22-0672643,Small,2024Q3,11258927,5527555,644140,694293,1509543,8375531,204983,1362738,2026607,1362738,0,61415,50.3,0.4,0
UDYAM-TN-18-22-0672643,Small,2024Q4,9087726,3490890,1056726,646330,1188855,6382802,234501,952538,1635791,952538,0,346157,46.9,0.4,0
UDYAM-TN-13-22-0452249,Micro,2022Q1,1158783,379151,105340,63711,270528,818730,16341,146367,208581,146367,0,39056,37.9,4.7,0
UDYAM-TN-13-22-0452249,Micro,2022Q2,1300596,544454,121293,122351,201995,990093,18679,174408,234107,174408,0,30899,73.7,4.7,0
UDYAM-TN-13-22-0452249,Micro,2022Q3,939435,378000,89035,87772,230071,784878,29776,119127,169098,119127,0,17694,55.6,4.7,0
UDYAM-TN-13-22-0452249,Micro,2022Q4,759565,282891,64734,42344,126087,516056,30497,88465,136722,88465,0,22075,12.8,4.7,0
UDYAM-TN-13-22-0452249,Micro,2023Q1,1186713,439952,113580,69957,139978,763467,13364,121918,213608,121918,0,39343,58.0,4.7,0
UDYAM-TN-13-22-0452249,Micro,2023Q2,1191482,427170,86551,77596,245143,836460,22676,120732,214467,120732,0,53701,72.9,4.7,0
UDYAM-TN-13-22-0452249,Micro,2023Q3,911846,299225,66629,81000,227637,674491,35956,113106,164132,113106,0,31867,81.3,4.7,0
UDYAM-TN-13-22-0452249,Micro,2023Q4,689374,267159,55829,60668,116715,500371,9152,82929,124087,82929,0,8620,10.3,4.7,0
UDYAM-TN-13-22-0452249,Micro,2024Q1,1076930,367048,128412,79422,121086,695967,24516,103060,193847,103060,0,43767,41.4,4.7,0
UDYAM-TN-13-22-0452249,Micro,2024Q2,1491759,734789,86687,100079,280696,1202251,29224,173832,268517,173832,0,40275,34.8,4.7,0
UDYAM-TN-13-22-0452249,Micro,2024Q3,1047063,515101,89452,87724,113847,806124,24434,135774,188471,135774,0,19588,90.0,4.7,0
UDYAM-TN-13-22-0452249,Micro,2024Q4,854576,356376,52852,61798,193194,664220,31984,116191,153824,116191,0,35818,31.6,4.7,0
UDYAM-TN-38-22-0487576,Small,2022Q1,7116340,3480574,669664,552493,1531521,6234252,98523,1061098,1280941,1061098,0,115480,55.3,11.9,0
UDYAM-TN-38-22-0487576,Small,2022Q2,9212778,4085284,688700,548222,1506262,6828468,416965,1044971,1658300,1044971,0,121705,69.5,11.9,0
UDYAM-TN-38-22-0487576,Small,2022Q3,6061993,1901425,636421,499608,820553,3858007,110053,593606,1091159,593606,0,183455,30.2,11.9,0
UDYAM-TN-38-22-0487576,Small,2022Q4,5478188,2303590,565517,477411,574469,3920988,115620,626952,986074,626952,0,173292,36.5,11.9,0
UDYAM-TN-38-22-0487576,Small,2023Q1,7935292,3778599,896297,612946,1401453,6689295,205378,1179093,1428353,1179093,0,121919,43.8,11.9,0
UDYAM-TN-38-22-0487576,Small,2023Q2,9600899,4704243,803336,760398,2362768,8630746,32762,1379174,1728162,1379174,0,472745,36.7,11.9,0
UDYAM-TN-38-22-0487576,Small,2023Q3,7047678,3011935,794766,549496,988234,5344430,190619,818045,1268582,818045,0,264395,15.5,11.9,0
UDYAM-TN-38-22-0487576,Small,2023Q4,6465451,2078626,339418,388357,789871,3596272,276998,542814,1163781,542814,0,176008,74.9,11.9,0
UDYAM-TN-38-22-0487576,Small,2024Q1,6312999,2385176,481965,569058,972576,4408774,247211,644121,1136340,644121,0,59484,71.4,11.9,0
UDYAM-TN-38-22-0487576,Small,2024Q2,7350587,3629230,648533,589298,1533806,6400867,159857,1036229,1323106,1036229,0,185187,82.6,11.9,0
UDYAM-TN-38-22-0487576,Small,2024Q3,8094984,3151311,523094,711589,1225757,5611751,159532,809457,1457097,809457,0,7649,41.0,11.9,0
UDYAM-TN-38-22-0487576,Small,2024Q4,6530952,2077716,387735,578976,1222368,4266794,321669,654549,1175571,654549,0,227813,80.2,11.9,0
UDYAM-TN-01-20-0816233,Micro,2022Q1,231310,89339,14322,15889,40220,159770,10081,27341,41636,27341,0,9183,65.4,7.8,0
UDYAM-TN-01-20-0816233,Micro,2022Q2,316281,118356,31653,16634,37142,203786,12826,30574,56931,30574,0,8343,80.3,7.8,0
UDYAM-TN-01-20-0816233,Micro,2022Q3,235462,100851,21695,16273,40419,179239,9716,29965,42383,29965,0,11367,30.9,7.8,0
