txn_id,timestamp,invoice_no,exporter_iec,importer_iec,exporter_district,hs_code,goods_description,quantity,unit,weight_kg,declared_value_usd,actual_value_usd,benchmark_value_usd,declared_unit_price,benchmark_unit_price,origin_country,origin_risk_score,port_of_export,port_hs_mismatch,transshipment_flag,payment_terms,bank_name,ad_code,price_deviation_pct,weight_to_value_ratio,is_round_invoice,is_ghost_shipment,is_duplicate_invoice,description_specificity,suspicious_filing_hour,days_to_gst_period,benford_first_digit,exporter_iec_age_days,exporter_is_shell,exporter_turnover_cap_ratio,fraud_type,is_fraud,flags,flag_count,risk_score,risk_level,price_dev,value_per_kg,high_risk_country,zero_weight_flag,rule_score,num_flags,label,invoice_frequency_per_iec,avg_price_per_hs_code,transaction_hour,is_night_transaction,duplicate_invoice_flag,description_length,is_vague_description,fraud_probability,fraud_prediction
5b281d48-a1b3-44af-9c20-0e6f00ac1c0e,2025-01-23 21:41:57.949931,INV-uT7286,86723778372,55908094270,Erode,2601,general merchandise,5759.86,KG,8741.08,7992.03,17355.25,17355.25,1.3875,3.0131,MM,0.85,INNSA1,0,0,DP,City Union Bank,267341,-53.95,1.093725,0,0,0,2,0,12,7,1825,0,0.9084780066872252,misdescription,1,"['over_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'benford_anomaly_high_first_digit', 'risky_payment_terms_high_risk_origin']",6,1.0,CRITICAL,-0.5395108028276526,0.9143069276434596,1,0,1.0,6,1,15,330.06623615084527,21,0,0,2,0,1.0,1
2d2d2fc0-f517-4cad-b4e1-a6475e8b1d50,2025-11-29 02:26:40.308772,INV-KX7585,68895389804,40769643954,Salem,2601,redefine end-to-end channels products,2756.37,KG,12648.05,140.67,446.7,446.7,0.051,0.1621,MM,0.85,INNSA1,0,0,DP,Canara Bank,560693,-68.51,89.912517,0,0,0,4,1,18,1,3650,0,2.606399546801497,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'off_hours_filing_2am_4am', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.6853793954349168,0.0111218725407377,1,0,1.0,5,1,10,330.06623615084527,2,1,0,4,1,1.0,1
4a14a010-dd1f-4754-b9e9-a9396dd8b89c,2025-03-17 09:38:17.487165,INV-uW7418,93878467198,48236339808,Salem,2601,general merchandise,9923.12,PCS,26089.59,56093205.52,139522318.99,139522318.99,5652.7769,14060.3222,KP,1.0,INNSA1,0,0,DA,Union Bank of India,434097,-59.8,0.000465,0,0,0,2,0,6,5,2920,0,1.7731100360568797,misdescription,1,"['over_invoicing', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,-0.5979624919263942,2150.022500079533,1,0,1.0,4,1,17,330.06623615084527,9,0,0,2,0,1.0,1
cc553e52-65a1-4673-92c2-db7c65d9de93,2024-10-17 02:22:43.613116,INV-sn5964,85134991180,38653552751,Dharmapuri,2601,various items,5602.46,PCS,13383.05,378.78,708.8,708.8,0.0676,0.1265,MM,0.85,INNSA1,0,0,LC,Union Bank of India,473553,-46.56,35.332214,0,0,0,2,1,6,3,4380,0,2.8242413423615056,misdescription,1,"['abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'off_hours_filing_2am_4am']",4,1.0,CRITICAL,-0.4656126482213439,0.0283029653159554,1,0,1.0,4,1,10,330.06623615084527,2,1,0,2,1,1.0,1
1af3b9b2-cf64-4076-8941-ac5af9b4f3d9,2024-10-31 09:24:08.126458,INV-gc3580,52407131060,47645231736,Dharmapuri,7108,optimize distributed technologies products,4302.91,KG,18022.1,93096000.0,225392213.11,225392213.11,21635.514,52381.3435,KP,1.0,INNSA1,0,0,DP,Indian Bank,386828,-58.7,0.000194,1,0,0,4,0,20,9,2555,0,2.2791020206665946,under_invoicing,1,"['under_invoicing', 'sanctioned_or_high_risk_origin', 'round_number_invoice', 'benford_anomaly_high_first_digit', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.5869614531746403,5165.65771995685,1,0,1.0,5,1,13,56282.944510265486,9,0,0,4,1,1.0,1
c71b76ce-781c-4da8-b3d8-c6f66919cfee,2025-08-05 10:20:10.939190,INV-WU8189,19775707756,94633493844,Vellore,7204,various items,7180.04,LTR,8062.79,8775.24,20505.97,20505.97,1.2222,2.856,SY,0.95,INNSA1,0,0,TT,Bank of Baroda,314481,-57.21,0.918811,0,0,0,2,0,2,8,3285,0,2.08005244325476,misdescription,1,"['over_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline', 'benford_anomaly_high_first_digit']",6,1.0,CRITICAL,-0.5720588235294117,1.088362713020138,1,0,1.0,6,1,15,292.0691933518005,10,0,0,2,1,1.0,1
d707b093-6ca0-4b24-8ad3-3f45319b11f8,2025-10-11 14:48:58.458919,INV-oK2163,68987115138,84444049894,Namakkal,2601,assorted goods,4426.16,NOS,4757.5,441.05,797.6,797.6,0.0996,0.1802,MM,0.85,INNSA1,0,0,LC,Bank of Baroda,838191,-44.7,10.786717,0,0,0,2,0,0,4,0,0,1.1563856773507646,misdescription,1,"['abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline']",4,1.0,CRITICAL,-0.4472807991120977,0.0927062532648016,1,0,1.0,4,1,18,330.06623615084527,14,0,0,2,1,1.0,1
27be05c0-9b8c-45b6-ab33-7ab4c269e13a,2025-06-05 05:46:42.714382,INV-Ib9081,16528075872,89949603349,Ranipet,803,assorted goods,4141.56,LTR,17316.16,257.7,503.51,503.51,0.0622,0.1216,SG,0.1,INNSA1,0,0,CAD,Indian Bank,862744,-48.82,67.194904,0,0,0,2,0,2,2,4015,0,1.2692877908523317,misdescription,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'vague_goods_description', 'filing_just_before_gst_deadline']",4,1.0,CRITICAL,-0.4884868421052631,0.014882052371029,0,0,1.0,4,1,10,139.9858655080214,5,0,0,2,1,1.0,1
131b3393-16d9-419c-b1eb-0355d22e4b0a,2025-08-31 03:05:56.618581,INV-cX7003,17454080145,18124903596,Sivaganga,8542,deploy magnetic metrics products,3413.89,KG,12689.78,2021267.3,566567.88,566567.88,592.0718,165.9597,KP,1.0,INNSA1,0,0,CAD,Canara Bank,273411,256.76,0.006278,0,0,0,4,1,20,2,2190,0,2.420055786216957,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'sanctioned_or_high_risk_origin', 'off_hours_filing_2am_4am']",4,1.0,CRITICAL,2.567563691667315,159.28308448536671,1,0,1.0,4,1,13,156.68826228070176,3,1,0,4,1,1.0,1
75d999e2-f710-4f69-bf01-f9132c1328ee,2024-04-28 14:38:20.107490,INV-eW2501,26127167951,56506668029,Tiruppur,803,various items,5084.84,NOS,13206.68,7418.35,18188.64,18188.64,1.4589,3.577,IR,0.98,INITP6,0,0,DP,ICICI Bank,787590,-59.21,1.780272,0,0,0,2,0,17,7,4745,0,2.1222077429749326,misdescription,1,"['over_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'benford_anomaly_high_first_digit', 'risky_payment_terms_high_risk_origin']",6,1.0,CRITICAL,-0.5921442549622589,0.5617119517879049,1,0,1.0,6,1,15,139.9858655080214,14,0,0,2,1,1.0,1
925675eb-19b9-4571-96ee-4a1f045201a8,2025-06-11 11:46:08.561645,INV-Zp0807,12551758898,87948841710,Tirunelveli,803,extend distributed e-commerce products,3613.87,MTR,4836.34,0.0,677.98,677.98,0.0756,0.1876,NG,0.7,INNSA1,0,0,LC,Indian Bank,54123,-59.7,17.700027,1,0,0,4,0,0,0,4380,0,2.730887712163005,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'elevated_risk_origin', 'round_number_invoice', 'filing_just_before_gst_deadline']",5,1.0,CRITICAL,-0.5970149253731343,0.0,0,0,1.0,5,1,12,139.9858655080214,11,0,0,4,1,1.0,1
405387ce-f29f-4148-a2dd-27cc64c2d77e,2025-01-24 15:52:35.973991,INV-tP9633,27698607287,34037400252,Madurai,2601,general merchandise,3562.33,KG,13868.28,7247.54,15856.9,15856.9,2.0345,4.4513,NG,0.7,INMAA4,0,0,LC,Indian Overseas Bank,711355,-54.29,1.913515,0,0,0,2,0,13,7,730,0,0.5101529543537231,misdescription,1,"['over_invoicing', 'abnormal_weight_value_ratio', 'elevated_risk_origin', 'vague_goods_description', 'benford_anomaly_high_first_digit']",5,1.0,CRITICAL,-0.5429425111765103,0.5225983322717309,0,0,1.0,5,1,16,330.06623615084527,15,0,0,2,0,1.0,1
89a4aa32-6ed8-49fe-8984-2db5c1e2cc72,2025-03-15 19:16:25.964775,INV-YZ7664,89086193662,92489206940,Tirunelveli,803,various items,3663.98,PCS,11759.2,12240.21,35074.63,35074.63,3.3407,9.5728,PK,0.9,INNSA1,0,0,DP,Bank of Baroda,671395,-65.1,0.960703,0,0,0,2,0,4,1,365,0,1.0377286713998797,misdescription,1,"['over_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.6510216446598697,1.0409049934484569,1,0,1.0,5,1,19,139.9858655080214,19,0,0,2,1,1.0,1
3b85f9bc-12b2-4225-9a4c-0569fe4f2d3e,2025-07-17 20:42:40.826558,INV-DQ4093,37279866499,38252321538,Tiruchirappalli,5201,seize virtual methodologies products,494.27,KG,2266.92,0.0,926.67,926.67,0.6266,1.8748,SY,0.95,INNSA1,0,0,TT,Canara Bank,982062,-66.58,7.319845,1,0,0,4,0,6,0,1825,0,1.3518152770799376,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'round_number_invoice']",4,1.0,CRITICAL,-0.6657776829528483,0.0,1,0,1.0,4,1,17,1.9472057142857144,20,0,0,4,1,1.0,1
8ecb31ad-7dd0-464c-84c4-f5487d079dd4,2024-05-21 22:21:14.639270,INV-IO6317,92489206940,11383093190,Dharmapuri,803,various items,2349.91,LTR,6402.65,161.08,357.73,357.73,0.0685,0.1522,IR,0.98,INNSA1,0,0,DP,Canara Bank,697514,-54.97,39.748818,0,0,0,2,0,10,1,3285,0,1.7730840109239732,misdescription,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.5499342969776609,0.0251583328738634,1,0,1.0,5,1,9,139.9858655080214,22,0,0,2,1,1.0,1
d6f72cbe-8729-4f0c-aa91-bffcb0e23742,2024-10-22 15:30:47.106725,INV-dK5446,82769445004,75418824038,Tirunelveli,7204,assorted goods,4192.66,KG,14357.0,12421.18,29607.66,29607.66,2.9626,7.0618,MM,0.85,INNSA1,0,0,LC,HDFC Bank,871794,-58.05,1.155849,0,0,0,2,0,11,1,1460,0,2.040650292176372,misdescription,1,"['over_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description']",4,1.0,CRITICAL,-0.5804752329434422,0.8651654244713265,1,0,1.0,4,1,10,292.0691933518005,15,0,0,2,1,1.0,1
292e2b87-758f-4f16-bca3-726c29840768,2025-11-21 16:17:17.554873,INV-rg6196,34353459356,97092476741,Tiruchirappalli,2601,general merchandise,8363.32,LTR,37892.21,9348.88,18161.18,18161.18,1.1178,2.1715,KP,1.0,INNSA1,0,0,CAD,City Union Bank,129077,-48.52,4.053128,0,0,0,2,0,10,9,1825,0,2.832204538625319,misdescription,1,"['over_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'benford_anomaly_high_first_digit']",5,1.0,CRITICAL,-0.4852406170849643,0.2467230071762316,1,0,1.0,5,1,13,330.06623615084527,16,0,0,2,0,0.9999,1
cf0bbfcd-a962-4dc5-9015-29b916f9c5b3,2025-12-21 17:03:17.691143,INV-bA0549,52181407823,23177711928,Tirunelveli,8703,incubate real-time web-readiness products,2996.94,KG,8317.76,16677000.0,44201821.83,44201821.83,5564.5641,14748.983,KP,1.0,INNSA1,0,0,DP,Bank of Baroda,577539,-62.27,0.000499,1,0,0,4,0,10,1,2190,0,0.6859637774862865,under_invoicing,1,"['under_invoicing', 'sanctioned_or_high_risk_origin', 'round_number_invoice', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,-0.6227154034959563,2004.986919314216,1,0,1.0,4,1,15,12530.334875422426,17,0,0,4,1,0.9999,1
94633b62-8f2a-4dc6-9245-f24901ada8e4,2025-06-26 02:42:28.583473,INV-Hl5604,65492284691,71657437932,Namakkal,6204,leverage extensible users products,4511.35,MTR,10940.42,4432.14,16398.01,16398.01,0.9824,3.6348,MM,0.85,INNSA1,0,0,LC,Union Bank of India,131017,-72.97,2.468425,0,0,0,4,1,15,4,1460,0,1.7010847355924663,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'off_hours_filing_2am_4am']",4,1.0,CRITICAL,-0.7297237812259271,0.405116074117345,1,0,1.0,4,1,13,4.639898142857143,2,1,0,4,1,0.9999,1
404f166d-0c86-4674-a481-a06c2406fb49,2026-01-10 14:12:56.149762,INV-mK4326,92097969792,65173675681,Perambalur,7204,assorted goods,6646.29,LTR,31868.87,566.11,998.83,998.83,0.0852,0.1503,IR,0.98,INNSA1,0,0,TT,Union Bank of India,682891,-43.32,56.294662,0,0,0,2,0,1,5,1825,0,2.806448219355078,misdescription,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline']",5,1.0,CRITICAL,-0.4331337325349301,0.0177637299340151,1,0,1.0,5,1,12,292.0691933518005,14,0,0,2,1,0.9999,1
bfbd4a35-9035-4cec-aefa-52bbdc06b4f3,2025-11-16 04:16:32.491639,INV-gQ7636,50053358141,49626335005,Kancheepuram,2709,scale viral synergies products,3090.2,LTR,2238.75,0.0,1266.1,1266.1,0.1516,0.4097,KP,1.0,INNSA1,0,0,DA,State Bank of India,958207,-63.01,4.779792,1,0,0,4,1,5,0,0,0,0.7833159572728502,under_invoicing,1,"['under_invoicing', 'sanctioned_or_high_risk_origin', 'round_number_invoice', 'off_hours_filing_2am_4am', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.6299731510861606,0.0,1,0,1.0,5,1,18,0.5850142156862745,4,1,0,4,1,0.9999,1
0daf03f4-380f-4e76-81a5-f579df1461c5,2025-11-04 05:27:47.381647,INV-qf8175,37741175132,42816441049,Coimbatore,7204,monetize turn-key schemas products,7576.89,NOS,14711.45,6000.0,1872.76,1872.76,0.8368,0.2472,NG,0.7,INICJ4,0,0,LC,Indian Overseas Bank,333595,238.54,2.320413,1,0,0,4,0,3,6,3285,0,0.9562524253777916,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'elevated_risk_origin', 'round_number_invoice']",5,1.0,CRITICAL,2.385113268608414,0.4078455896320317,0,0,1.0,5,1,15,292.0691933518005,5,0,0,4,1,0.9999,1
e20076f5-0987-4a89-b053-729938bb9f93,2025-06-05 11:45:29.930058,INV-kL9230,85769705563,43712013796,Virudhunagar,7204,various items,4752.96,MTR,22758.95,325331.52,559733.42,559733.42,68.4482,117.7652,KP,1.0,INNSA1,0,0,DP,Bank of Baroda,651054,-41.88,0.069956,0,0,0,2,0,2,3,1460,0,1.242665254773771,misdescription,1,"['over_invoicing', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.4187739671821556,14.294662978112145,1,0,1.0,5,1,17,292.0691933518005,11,0,0,2,1,0.9999,1
1bdcf9ec-0590-4eda-9e2f-cbaac57114dc,2025-10-04 15:06:43.647106,INV-Ea3908,87948841710,28646424067,Dindigul,6110,iterate B2C infrastructures products,2304.48,KG,1253.04,4000.0,10933.74,10933.74,1.8935,4.7446,MM,0.85,INNSA1,0,0,DA,Indian Bank,487943,-60.09,0.287166,1,0,0,4,0,3,4,3650,0,2.1013867905148,under_invoicing,1,"['under_invoicing', 'sanctioned_or_high_risk_origin', 'round_number_invoice', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,-0.6009147241074063,3.19223647833091,1,0,1.0,4,1,13,5.519295800933127,15,0,0,4,1,0.9999,1
7320c351-d412-476c-ab4f-76739c157ab8,2025-06-06 05:32:01.405437,INV-Df5311,93878467198,69989437596,Salem,803,general merchandise,9567.75,LTR,12760.16,6090.36,11484.44,11484.44,0.6366,1.2003,IR,0.98,INNSA1,0,0,TT,Union Bank of India,434097,-46.97,2.095141,0,0,0,2,0,1,6,2920,0,1.7731100360568797,misdescription,1,"['abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline']",4,1.0,CRITICAL,-0.4696325918520369,0.4772949555117416,1,0,1.0,4,1,17,139.9858655080214,5,0,0,2,0,0.9999,1
4ba4ffbd-75d1-4ad9-8fc5-5a9f36eb54f9,2026-02-20 01:38:39.044056,INV-vj5078,19405937075,98751337833,Ranipet,2601,harness efficient functionalities products,856.26,LTR,1915.76,0.0,129.47,129.47,0.3171,0.1512,MM,0.85,INNSA1,0,0,LC,Punjab National Bank,8762,109.73,7.055418,1,0,0,4,0,9,0,3650,0,2.613492119119565,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'round_number_invoice']",5,1.0,CRITICAL,1.097222222222222,0.0,1,0,1.0,5,1,11,330.06623615084527,1,0,0,4,1,0.9999,1
d508a569-d00b-4c6a-abe7-14ffc11bd09e,2026-01-29 01:37:26.664117,INV-Oa3487,42775598828,18778650324,Ranipet,7204,general merchandise,247.0,LTR,1012.73,7549.22,20158.43,20158.43,30.5642,81.6145,PK,0.9,INNSA1,0,0,LC,Indian Bank,35117,-62.55,0.134151,0,0,0,2,0,18,7,4380,0,1.837865328325181,misdescription,1,"['over_invoicing', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'benford_anomaly_high_first_digit']",4,1.0,CRITICAL,-0.6255052717348021,7.45432641725403,1,0,1.0,4,1,18,292.0691933518005,1,0,0,2,0,0.9999,1
f13b1aa7-45dd-4511-82ed-c7692251b2bc,2025-08-11 22:32:22.536530,INV-Rf7286,94633493844,85031861987,Tiruppur,2601,revolutionize integrated info-mediaries products,4361.3,PCS,12115.1,0.0,455.76,455.76,0.031,0.1045,KP,1.0,INITP6,0,0,DP,Indian Overseas Bank,302565,-70.33,89.607161,1,0,0,4,0,0,0,4380,0,1.9304321388040404,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'round_number_invoice', 'filing_just_before_gst_deadline', 'risky_payment_terms_high_risk_origin']",6,1.0,CRITICAL,-0.7033492822966507,0.0,1,0,1.0,6,1,8,330.06623615084527,22,0,0,4,1,0.9999,1
553905f0-936c-4055-90e2-b14c5df91c34,2026-03-28 07:04:19.477095,INV-eP2104,48679071084,62554503651,Madurai,2601,various items,1998.18,MTR,6800.49,295.65,867.68,867.68,0.148,0.4342,PK,0.9,INMAA4,0,0,DP,HDFC Bank,224625,-65.93,23.001514,0,0,0,2,0,17,2,2555,0,2.2641081249848627,misdescription,1,"['abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,-0.6591432519576232,0.0434748084265288,1,0,1.0,4,1,14,330.06623615084527,7,0,0,2,1,0.9999,1
12bef9c3-1937-40d4-a8ec-c0b610c3a0f9,2025-04-15 20:43:19.272226,INV-hb8793,35593865707,62451176496,Sivaganga,6403,mixed goods,3148.36,PCS,0.0,23921.28,23921.28,23921.28,7.598,7.598,KP,1.0,INNSA1,0,0,LC,Punjab National Bank,357491,0.0,0.0,0,1,0,2,0,4,2,2190,0,2.0900381669080232,ghost_shipment,1,"['zero_weight_ghost_shipment', 'sanctioned_or_high_risk_origin', 'vague_goods_description']",3,1.0,CRITICAL,0.0,23921280000.0,1,1,1.0,3,1,13,8.799764102564103,20,0,0,2,1,0.9999,1
