source,target,edge_type,weight,fraud_type
UDYAM-TN-01-20-0580100,UDYAM-TN-23-23-0465421,same_bank,0.4,
UDYAM-TN-06-20-0256601,UDYAM-TN-23-20-0005622,same_bank,0.4,
UDYAM-TN-30-23-0056838,UDYAM-TN-10-21-0344057,same_bank,0.4,
UDYAM-TN-30-23-0056838,UDYAM-TN-09-23-0078466,same_bank,0.4,
UDYAM-TN-25-23-0978167,UDYAM-TN-35-22-0692688,same_bank,0.4,
UDYAM-TN-28-22-0444155,UDYAM-TN-20-22-0386474,same_bank,0.4,
UDYAM-TN-30-22-0680777,UDYAM-TN-07-21-0689546,same_bank,0.4,
UDYAM-TN-30-22-0680777,UDYAM-TN-06-21-0846827,same_bank,0.4,
UDYAM-TN-30-22-0680777,UDYAM-TN-20-22-0386474,same_bank,0.4,
UDYAM-TN-06-23-0540660,UDYAM-TN-33-22-0918672,same_bank,0.4,
UDYAM-TN-12-20-0264743,UDYAM-TN-25-20-0306025,same_bank,0.4,
UDYAM-TN-15-21-0651052,UDYAM-TN-11-22-0326776,same_bank,0.4,
UDYAM-TN-11-22-0326776,UDYAM-TN-04-22-0514380,same_bank,0.4,
UDYAM-TN-31-21-0064880,UDYAM-TN-04-22-0514380,same_bank,0.4,
UDYAM-TN-34-23-0657194,UDYAM-TN-14-21-0575463,same_bank,0.4,
UDYAM-TN-15-22-0083928,UDYAM-TN-07-22-0686129,same_bank,0.4,
UDYAM-TN-18-23-0284425,UDYAM-TN-14-22-0183515,same_bank,0.4,
UDYAM-TN-18-23-0284425,UDYAM-TN-07-22-0686129,same_bank,0.4,
UDYAM-TN-11-23-0356779,UDYAM-TN-19-22-0393050,same_bank,0.4,
UDYAM-TN-05-23-0033277,UDYAM-TN-10-23-0689887,same_bank,0.4,
UDYAM-TN-37-22-0558137,UDYAM-TN-13-23-0771042,same_bank,0.4,
UDYAM-TN-06-20-0871700,UDYAM-TN-33-22-0659105,same_bank,0.4,
UDYAM-TN-14-21-0572968,UDYAM-TN-17-20-0934892,fraud_transaction,0.9,round_tripping
UDYAM-TN-15-23-0414564,UDYAM-TN-19-23-0422445,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-29-22-0332509,UDYAM-TN-20-23-0270143,fraud_transaction,0.9,misdescription
UDYAM-TN-38-20-0803967,UDYAM-TN-12-20-0873709,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-35-20-0231399,UDYAM-TN-04-21-0072088,fraud_transaction,0.9,under_invoicing
UDYAM-TN-35-20-0231399,UDYAM-TN-34-22-0893577,fraud_transaction,0.9,over_invoicing
UDYAM-TN-23-21-0415802,UDYAM-TN-30-21-0278918,fraud_transaction,0.9,under_invoicing
UDYAM-TN-21-21-0166328,UDYAM-TN-22-20-0093020,fraud_transaction,0.9,round_tripping
UDYAM-TN-34-21-0668934,UDYAM-TN-29-22-0124474,fraud_transaction,0.9,under_invoicing
UDYAM-TN-35-21-0647481,UDYAM-TN-06-23-0015088,fraud_transaction,0.9,round_tripping
UDYAM-TN-26-21-0304917,UDYAM-TN-03-23-0519393,fraud_transaction,0.9,misdescription
UDYAM-TN-16-20-0991022,UDYAM-TN-06-20-0405049,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-34-22-0587039,UDYAM-TN-04-22-0223343,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-16-21-0033058,UDYAM-TN-19-21-0723770,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-08-22-0281234,UDYAM-TN-34-23-0668883,fraud_transaction,0.9,over_invoicing
UDYAM-TN-03-20-0455741,UDYAM-TN-01-22-0344407,fraud_transaction,0.9,misdescription
UDYAM-TN-20-23-0043890,UDYAM-TN-17-20-0934892,fraud_transaction,0.9,under_invoicing
UDYAM-TN-32-20-0074302,UDYAM-TN-15-23-0414564,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-12-22-0042494,UDYAM-TN-37-22-0212877,fraud_transaction,0.9,over_invoicing
UDYAM-TN-20-20-0676446,UDYAM-TN-36-22-0791639,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-01-20-0424619,UDYAM-TN-03-22-0007494,fraud_transaction,0.9,under_invoicing
UDYAM-TN-18-21-0002054,UDYAM-TN-03-23-0519393,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-23-0606985,UDYAM-TN-35-20-0950189,fraud_transaction,0.9,over_invoicing
UDYAM-TN-11-21-0691891,UDYAM-TN-22-20-0456998,fraud_transaction,0.9,under_invoicing
UDYAM-TN-15-20-0682029,UDYAM-TN-20-23-0072989,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-35-21-0408896,UDYAM-TN-07-23-0537534,fraud_transaction,0.9,round_tripping
UDYAM-TN-38-21-0189595,UDYAM-TN-06-23-0671560,fraud_transaction,0.9,under_invoicing
UDYAM-TN-25-22-0814083,UDYAM-TN-22-20-0093509,fraud_transaction,0.9,under_invoicing
UDYAM-TN-05-20-0173983,UDYAM-TN-09-21-0721470,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-34-20-0710265,UDYAM-TN-12-20-0873709,fraud_transaction,0.9,under_invoicing
UDYAM-TN-29-20-0777480,UDYAM-TN-19-23-0505767,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-19-23-0699361,UDYAM-TN-32-21-0278124,fraud_transaction,0.9,round_tripping
UDYAM-TN-29-23-0293117,UDYAM-TN-34-22-0076055,fraud_transaction,0.9,under_invoicing
UDYAM-TN-26-21-0304917,UDYAM-TN-34-22-0076055,fraud_transaction,0.9,under_invoicing
UDYAM-TN-10-23-0180448,UDYAM-TN-28-23-0896497,fraud_transaction,0.9,round_tripping
UDYAM-TN-32-22-0883425,UDYAM-TN-37-20-0294198,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-36-23-0607896,UDYAM-TN-06-23-0540660,fraud_transaction,0.9,over_invoicing
UDYAM-TN-01-23-0305591,UDYAM-TN-19-21-0523889,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-20-0531923,UDYAM-TN-07-21-0264179,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-20-21-0205198,UDYAM-TN-02-20-0029009,fraud_transaction,0.9,over_invoicing
UDYAM-TN-06-22-0058818,UDYAM-TN-33-22-0649037,fraud_transaction,0.9,under_invoicing
UDYAM-TN-26-20-0779779,UDYAM-TN-16-21-0903319,fraud_transaction,0.9,round_tripping
UDYAM-TN-02-21-0840280,UDYAM-TN-10-20-0417396,fraud_transaction,0.9,over_invoicing
UDYAM-TN-09-20-0607604,UDYAM-TN-36-21-0837726,fraud_transaction,0.9,over_invoicing
UDYAM-TN-27-21-0470628,UDYAM-TN-19-23-0752377,fraud_transaction,0.9,over_invoicing
UDYAM-TN-27-23-0273649,UDYAM-TN-07-20-0255281,fraud_transaction,0.9,under_invoicing
UDYAM-TN-04-22-0926228,UDYAM-TN-37-22-0123840,fraud_transaction,0.9,over_invoicing
UDYAM-TN-13-21-0696070,UDYAM-TN-17-21-0909435,fraud_transaction,0.9,round_tripping
UDYAM-TN-14-21-0340418,UDYAM-TN-38-21-0189595,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-23-0660352,UDYAM-TN-10-23-0552892,fraud_transaction,0.9,over_invoicing
UDYAM-TN-27-23-0789222,UDYAM-TN-24-23-0105133,fraud_transaction,0.9,under_invoicing
UDYAM-TN-04-22-0274313,UDYAM-TN-18-23-0284425,fraud_transaction,0.9,round_tripping
UDYAM-TN-08-21-0358281,UDYAM-TN-20-20-0141934,fraud_transaction,0.9,round_tripping
UDYAM-TN-31-23-0287937,UDYAM-TN-19-21-0208219,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-22-0155571,UDYAM-TN-28-22-0407728,fraud_transaction,0.9,misdescription
UDYAM-TN-26-20-0612000,UDYAM-TN-24-23-0329011,fraud_transaction,0.9,misdescription
UDYAM-TN-25-20-0515712,UDYAM-TN-37-20-0294198,fraud_transaction,0.9,under_invoicing
UDYAM-TN-01-20-0704136,UDYAM-TN-12-20-0264743,fraud_transaction,0.9,over_invoicing
UDYAM-TN-22-20-0446303,UDYAM-TN-03-22-0007494,fraud_transaction,0.9,under_invoicing
UDYAM-TN-27-22-0875652,UDYAM-TN-34-20-0053972,fraud_transaction,0.9,under_invoicing
UDYAM-TN-07-21-0227526,UDYAM-TN-17-21-0231014,fraud_transaction,0.9,under_invoicing
UDYAM-TN-05-20-0641628,UDYAM-TN-26-22-0443805,fraud_transaction,0.9,under_invoicing
UDYAM-TN-35-22-0935097,UDYAM-TN-16-21-0903319,fraud_transaction,0.9,over_invoicing
