txn_id,timestamp,invoice_no,exporter_iec,importer_iec,exporter_district,hs_code,goods_description,quantity,unit,weight_kg,declared_value_usd,actual_value_usd,benchmark_value_usd,declared_unit_price,benchmark_unit_price,origin_country,origin_risk_score,port_of_export,port_hs_mismatch,transshipment_flag,bol_weight,bol_number,packing_list,letter_of_credit,port_arrival_record,transit_port,abnormal_route_flag,further_shipment_records,transshipment_count,shared_address_flag,related_party_flag,repeat_shipment_count_30d,payment_terms,bank_name,ad_code,price_deviation_pct,weight_to_value_ratio,is_round_invoice,is_ghost_shipment,is_duplicate_invoice,description_specificity,suspicious_filing_hour,days_to_gst_period,benford_first_digit,exporter_iec_age_days,exporter_is_shell,exporter_turnover_cap_ratio,fraud_type,is_fraud
e96edeb2-7443-4c90-9eb3-78c792335823,2026-02-20 15:14:32,INV-MO8716,26404430501,61426931382,Ranipet,8471,Sharable tertiary knowledgebase goods,6256.65,LTR,16186.41,473826.34,473826.34,473826.34,75.7316,75.7316,KP,1.0,INNSA1,0,0,16186.41,BOL-5561CFUU,True,True,True,,0,1,0,0,0,0,TT,Federal Bank,661622,0.0,0.034161,0,0,0,4,0,9,4,2190.0,0,0.8494830531331475,clean,0
89018b0e-279b-473f-9042-5bb2bf3c79c3,2024-07-14 07:02:58,INV-uC1867,59343162145,84159537279,Coimbatore,6204,De-engineered global conglomeration goods,1937.87,MTR,8291.37,7637.4,7637.4,7637.4,3.9411,3.9411,KP,1.0,INICJ4,0,0,8291.37,BOL-4730RlvD,True,True,True,,0,0,0,0,0,2,LC,State Bank of India,002565,0.0,1.085627,0,0,0,4,0,3,7,4745.0,0,0.6940406007218642,clean,0
823e9b16-53ee-4bfc-b135-faca9976e45e,2025-01-27 16:59:46,INV-Mh1300,52181407823,51855282703,Tirunelveli,5201,Inverse zero tolerance function goods,2308.88,LTR,5495.12,4379.45,4379.45,4379.45,1.8968,1.8968,IR,0.98,INNSA1,0,0,5495.12,BOL-3767losL,True,True,True,,0,1,2,0,0,1,DP,Bank of Baroda,537401,0.0,1.254751,0,0,0,5,0,16,4,1460.0,0,0.6859637774862865,clean,0
5b88af0b-96ae-42ad-a4f2-62637b3284e0,2025-01-11 00:00:35,INV-kA6681,99278537488,77921548189,Perambalur,7108,Pre-emptive homogeneous collaboration goods,3429.21,PCS,13045.02,155801303.78,155801303.78,155801303.78,45433.5988,45433.5988,AE,0.5,INNSA1,0,0,13045.02,BOL-7407eQAy,True,True,True,AE,0,1,0,0,0,1,TT,Federal Bank,015522,0.0,8.4e-05,0,0,0,4,0,0,1,3650.0,0,0.9846052730734599,clean,0
2faa588c-a0fd-44dc-ba6d-68631e7b3d94,2025-01-03 23:05:17,INV-Ms4528,23338896486,69835239867,Perambalur,2709,Triple-buffered actuating emulation goods,218.25,NOS,987.77,82.39,82.39,82.39,0.3775,0.3775,KP,1.0,INNSA1,0,0,987.77,BOL-2662mpDd,True,True,True,,0,1,4,0,0,1,DA,Punjab National Bank,551644,0.0,11.988609,0,0,0,4,0,4,8,2190.0,0,1.3192006685250512,clean,0
7ae70a92-8598-492e-8e7f-4e2145f15dfb,2025-06-24 03:47:31,INV-gb3148,65492284691,15975931635,Namakkal,8517,Decentralized grid-enabled leverage goods,5173.76,MTR,13198.36,189182.01,189182.01,189182.01,36.5657,36.5657,SY,0.95,INNSA1,0,0,13198.36,BOL-0010APFY,True,True,True,,0,0,1,0,0,1,DP,Union Bank of India,018703,0.0,0.069765,0,0,0,4,1,13,1,4380.0,0,1.7010847355924663,clean,0
9095fd0b-8d9c-4d0d-87d2-eaddb4eb683e,2025-09-26 16:51:31,INV-eF2482,89733604756,25451067267,Salem,6403,maximize end-to-end experiences products,3681.07,LTR,5746.9,7693.99,23832.49,23832.49,2.0902,6.4743,PK,0.9,INNSA1,0,0,5746.9,BOL-5066svsa,True,True,True,,0,1,4,0,0,0,TT,State Bank of India,039363,-67.72,0.746934,0,0,0,4,0,15,7,2190.0,0,0.9622135587477273,under_invoicing,1
949ea288-9ab1-4222-9079-97a9be5da635,2026-01-12 10:13:24,INV-vp5140,89733604756,92154668512,Salem,8471,evolve frictionless solutions products,580.55,KG,1882.19,170169.66,52995.46,52995.46,293.1181,91.2849,IR,0.98,INNSA1,0,0,1882.19,BOL-0169rKFg,True,True,True,,0,1,2,0,0,5,DP,State Bank of India,039363,221.1,0.011061,0,0,0,4,0,1,1,2190.0,0,0.9622135587477273,over_invoicing,1
e4c55613-edd5-42cd-a474-ff0c9d1c420c,2025-08-26 08:22:46,INV-Wf8802,36001865277,11779480002,Vellore,6204,expedite customized eyeballs products,114.73,NOS,302.42,158.49,391.28,391.28,1.3814,3.4104,KP,1.0,INNSA1,0,0,302.42,BOL-1353XIfv,True,,True,,0,1,0,0,0,0,LC,Federal Bank,096302,-59.49,1.908126,0,0,0,4,0,15,1,4015.0,0,1.7643003390431338,under_invoicing,1
b6c9dc0d-92e5-45b9-992d-bb617c2b5490,2025-01-24 05:48:20,INV-Rp1175,85134991180,92524847505,Dharmapuri,3004,maximize synergistic niches products,4193.94,KG,2761.11,57463.61,57463.61,57463.61,13.7016,13.7016,PK,0.9,INNSA1,0,0,2761.11,BOL-5491PMPG,True,True,True,,1,1,1,0,0,3,CAD,Union Bank of India,320331,0.0,0.04805,0,0,0,4,0,13,5,4015.0,0,2.8242413423615056,round_tripping,1
703791e4-29ce-4b53-b36f-5f5d80319fa2,2025-10-26 07:26:16,INV-GF1438,48141880654,91481298116,Tiruchirappalli,2601,incubate intuitive e-tailers products,7271.45,KG,17004.18,0.0,1192.3,1192.3,0.0346,0.164,NG,0.7,INNSA1,0,0,17004.18,BOL-0165mjDV,True,True,True,,0,1,4,0,0,0,CAD,Federal Bank,675065,-78.88,67.516092,1,0,0,4,0,15,0,730.0,0,1.967076239945002,under_invoicing,1
538175d4-10d2-40ce-9921-2b3834802453,2024-06-20 16:06:38,INV-hK0988,66776385234,63769877175,Ranipet,5201,enable scalable markets products,2822.99,PCS,9292.7,4826.43,4826.43,4826.43,1.7097,1.7097,BD,0.35,INNSA1,0,0,9292.7,BOL-3112PBkO,True,True,True,,1,1,4,0,0,2,DP,Punjab National Bank,788344,0.0,1.925375,0,0,0,4,0,9,4,1460.0,0,1.7366336911407194,round_tripping,1
d0d8b7b1-c936-411d-9f9a-3481e24a2946,2025-09-20 19:20:17,INV-kM4705,54902731721,97425261672,Thanjavur,3004,Down-sized heuristic standardization goods,8883.55,MTR,18204.07,226887.9,226887.9,226887.9,25.5402,25.5402,NG,0.7,INNSA1,0,0,18204.07,BOL-0765otah,True,True,True,,0,1,0,0,0,0,DP,Union Bank of India,614281,0.0,0.080234,0,0,0,4,0,9,2,4745.0,0,2.386335925551611,clean,0
669e42ff-54c6-4a9d-8a7d-7cb14a2c7c8a,2025-03-21 19:32:04,INV-Do9727,29605448361,33409236395,Madurai,0803,general merchandise,2355.15,LTR,6941.94,2303.43,4852.08,4852.08,0.978,2.0602,KP,1.0,INMAA4,0,0,6941.94,BOL-6105LCQc,True,True,True,,0,1,4,0,0,5,DP,City Union Bank,439751,-52.53,3.013742,0,0,0,2,0,10,2,3285.0,0,1.305189651929768,misdescription,1
0f8afc48-0c32-4ad8-9b32-63c2cc12c5ee,2024-11-04 01:51:36,INV-WM7322,71338530043,35238644182,Kancheepuram,5201,general cargo,6884.77,NOS,0.0,10893.4,10893.4,10893.4,1.5822,1.5822,HK,0.45,INNSA1,0,0,0.0,,,True,,SA,0,1,1,0,0,3,TT,Union Bank of India,206775,0.0,0.0,0,1,0,2,0,3,1,4380.0,0,1.5660920969721088,ghost_shipment,1
2f27bebb-aecd-4a0e-8ada-845f8b181c86,2024-10-23 08:19:59,INV-xw3798,24414475491,84033942290,Tirunelveli,6403,Visionary systemic task-force goods,3048.1,NOS,8052.93,26585.07,26585.07,26585.07,8.7218,8.7218,LK,0.1,INNSA1,0,0,8052.93,BOL-2167PFPx,True,,True,,0,0,0,0,0,2,DA,City Union Bank,214682,0.0,0.302912,0,0,0,4,0,12,2,4745.0,0,2.101482735496685,clean,0
bc48a8da-f11c-4f66-8732-5d50f83009a5,2025-11-20 10:47:02,INV-OM8814,55428942448,71665316391,Chennai,0803,Vision-oriented static challenge goods,8046.3,PCS,37444.23,2292.39,2292.39,2292.39,0.2849,0.2849,MM,0.85,INNSA1,0,0,37444.23,BOL-6272sSLO,True,True,True,,0,0,4,0,0,2,DA,Axis Bank,568311,0.0,16.334108,0,0,0,4,0,9,2,1460.0,0,0.7558053038294001,clean,0
058ce347-746e-4699-8c5f-22633973fd65,2024-07-12 12:47:39,INV-Cg5136,72731283069,27386365793,Thoothukudi,2601,Quality-focused cohesive info-mediaries goods,5532.76,LTR,3300.24,726.29,726.29,726.29,0.1313,0.1313,NG,0.7,INTUT1,0,0,3300.24,BOL-4642qbGl,True,True,True,,0,1,3,0,0,2,CAD,Canara Bank,047922,0.0,4.54397,0,0,0,4,0,1,7,365.0,0,0.7775765282377681,clean,0
974fc151-7705-42a2-bbea-6beb54b7fc8c,2024-11-29 21:52:40,INV-YF8287,99778889458,17758924857,Coimbatore,0901,Phased grid-enabled help-desk goods,9712.77,LTR,5565.82,26413.76,26413.76,26413.76,2.7195,2.7195,BD,0.35,INICJ4,0,0,5565.82,BOL-9803CPcs,True,True,True,,0,1,4,0,0,2,DP,Indian Bank,039537,0.0,0.210717,0,0,0,4,0,18,2,730.0,0,1.8012698494074533,clean,0
b9e1c4e0-b014-4937-8a4a-a645626347ab,2025-12-05 18:53:20,INV-Ge2787,26404430501,73019895230,Ranipet,8703,general cargo,1685.86,NOS,0.0,18755090.45,18755090.45,18755090.45,11124.9188,11124.9188,MM,0.85,INNSA1,0,0,0.0,,,True,,,0,1,3,0,0,4,TT,Federal Bank,661622,0.0,0.0,0,1,0,2,0,2,1,2190.0,0,0.8494830531331475,ghost_shipment,1
78b860fa-74d4-4ee0-b012-8e609eb096cd,2024-06-20 23:35:52,INV-OZ3917,79859224835,86853615725,Coimbatore,8517,Face-to-face radical instruction set goods,1393.49,MTR,1913.62,50129.98,50129.98,50129.98,35.9744,35.9744,NG,0.7,INICJ4,0,0,1913.62,BOL-3409JPrv,True,True,True,,0,1,0,0,0,2,DP,Canara Bank,839414,0.0,0.038173,0,0,0,5,0,9,5,365.0,0,1.1726830471138958,clean,0
127eb895-ccb0-412b-89a1-d32cb5d244a1,2025-09-11 16:05:23,INV-FD5655,51599357022,26594689113,Salem,6110,Adaptive global emulation goods,906.81,PCS,1147.7,7234.92,7234.92,7234.92,7.9784,7.9784,US,0.1,INNSA1,0,0,1147.7,BOL-0284JaDG,True,True,True,,0,1,0,0,0,2,LC,Axis Bank,458553,0.0,0.158633,0,0,0,4,0,0,7,2555.0,0,1.2246069757894427,clean,0
e3b266ca-93e2-4e1a-bb92-2075b6232b88,2024-09-03 05:55:08,INV-fB8091,37583784504,23554302568,Namakkal,7204,Horizontal reciprocal focus group goods,2234.61,PCS,6625.03,490.11,490.11,490.11,0.2193,0.2193,MM,0.85,INNSA1,0,0,6625.03,BOL-7972amyf,True,True,True,,0,1,0,0,0,1,CAD,Federal Bank,863419,0.0,13.517536,0,0,0,5,0,4,4,730.0,0,2.755206280828017,clean,0
00dfb4b1-7cf7-4214-8ee1-45539bc90777,2026-02-23 14:53:23,INV-gh5201,88935229032,75741961870,Thanjavur,7108,Innovative impactful archive goods,2913.46,LTR,9132.34,144832408.94,144832408.94,144832408.94,49711.4454,49711.4454,SY,0.95,INNSA1,0,0,9132.34,BOL-4459DoJV,True,True,True,,0,0,4,0,0,2,DP,Axis Bank,742783,0.0,6.3e-05,0,0,0,4,0,12,1,5110.0,0,1.4664911038277597,clean,0
1c48a4fb-4198-45c7-ab7d-17480462d759,2025-02-18 08:37:46,INV-ox4606,86958999672,71657437932,Virudhunagar,8703,Business-focused 24hour moratorium goods,181.61,LTR,782.29,2627441.11,2627441.11,2627441.11,14467.6347,14467.6347,SY,0.95,INNSA1,0,0,782.29,BOL-6990tMQB,True,True,True,,0,1,4,0,0,0,CAD,Indian Overseas Bank,251049,0.0,0.000298,0,0,0,4,0,7,2,5110.0,0,2.5872359867661125,clean,0
d4203d81-9d74-4e23-8855-6c6bb2885714,2026-03-23 22:20:02,INV-fZ3198,49397528964,12437010308,Tiruchirappalli,8471,Fundamental well-modulated help-desk goods,8243.33,KG,27954.15,499406.74,499406.74,499406.74,60.5831,60.5831,PK,0.9,INNSA1,0,0,27954.15,BOL-8164KKuY,True,True,True,,0,1,1,0,0,0,DP,Union Bank of India,831005,0.0,0.055975,0,0,0,4,0,12,4,3285.0,0,0.8604789008729157,clean,0
94234528-0281-44c5-9027-080950369d75,2024-11-13 10:59:29,INV-Yg3573,88361017467,44656386166,Coimbatore,0803,Fundamental real-time superstructure goods,8638.67,PCS,19463.16,3635.9,3635.9,3635.9,0.4209,0.4209,MM,0.85,INICJ4,0,0,19463.16,BOL-8143lvuB,True,True,True,,0,1,2,0,0,2,DA,City Union Bank,869371,0.0,5.353054,0,0,0,4,0,2,3,4015.0,0,1.9268391704614096,clean,0
fa215306-d2a6-45f4-9ceb-269c6bc1969f,2024-12-13 06:53:13,INV-Yw0432,18684542763,73019895230,Krishnagiri,8542,Persevering 6thgeneration paradigm goods,5835.23,PCS,14516.53,417879.72,417879.72,417879.72,71.6132,71.6132,US,0.1,INNSA1,0,0,14516.53,BOL-1036xgOr,True,True,True,,0,1,2,0,0,1,TT,HDFC Bank,685477,0.0,0.034739,0,0,0,4,0,2,4,2190.0,0,2.2104420339257262,clean,0
68414a2c-3ec5-4b70-9f05-531595f8e18c,2025-10-30 00:33:53,INV-ah3477,42272288445,90116319061,Krishnagiri,2601,general cargo,7733.98,PCS,0.0,773.4,773.4,773.4,0.1,0.1,BD,0.35,INNSA1,0,0,0.0,,,True,,,0,1,0,0,0,1,LC,Indian Overseas Bank,897557,0.0,0.0,0,1,0,2,0,19,7,2190.0,0,1.8385429776896862,ghost_shipment,1
bcda1def-78c7-458c-8b96-4c10f316927a,2025-07-30 12:06:04,INV-dr7170,51736041605,51151316057,Kancheepuram,8542,Face-to-face explicit frame goods,3921.18,MTR,7105.98,619054.57,619054.57,619054.57,157.8744,157.8744,SY,0.95,INNSA1,0,0,7105.98,BOL-3724inlI,True,True,True,,0,1,4,0,0,2,TT,State Bank of India,198158,0.0,0.011479,0,0,0,4,0,19,6,2190.0,0,2.510454324242034,clean,0
e787f3c7-b3f9-4088-8236-ace4877c1a20,2025-04-07 02:32:48,INV-bj4976,60161858921,96537084059,Vellore,8471,Organized national ability goods,8133.76,KG,19571.22,811500.03,811500.03,811500.03,99.7693,99.7693,PK,0.9,INNSA1,0,0,19571.22,BOL-1552CMxy,True,True,True,,0,1,4,0,0,2,CAD,ICICI Bank,215143,0.0,0.024117,0,0,0,4,1,0,8,0.0,0,2.5059777571371264,clean,0
1ade2265-e8d8-44f6-a94a-826379097fcc,2025-07-31 01:22:54,INV-YZ0598,18195481772,72731283069,Madurai,0901,Customer-focused asymmetric open system goods,3003.59,KG,9621.58,10023.26,10023.26,10023.26,3.3371,3.3371,US,0.1,INMAA4,0,0,9621.58,BOL-1500YEtc,True,True,True,,0,1,4,0,0,2,TT,Union Bank of India,073418,0.0,0.959925,0,0,0,5,0,20,1,1825.0,0,0.8760921155358895,clean,0
c47f8513-7fe1-4fdb-a8c6-5c0cfabe4a21,2025-07-06 04:29:47,INV-JM3685,76214903872,16037765788,Tirunelveli,3004,brand efficient eyeballs products,7376.83,LTR,16358.0,621000.0,177595.81,177595.81,84.2153,24.0748,KP,1.0,INNSA1,0,0,16358.0,BOL-2597YdJK,True,True,True,,0,1,3,0,0,1,DA,Indian Overseas Bank,441417,249.81,0.026331,1,0,0,4,1,1,6,730.0,0,0.894035729317943,over_invoicing,1
dd9c83d8-ec0a-49e9-abb1-1120250a29d5,2025-03-05 09:02:48,INV-sQ1131,91293359604,51067532816,Virudhunagar,3004,Future-proofed systematic infrastructure goods,5469.23,PCS,20378.71,123556.35,123556.35,123556.35,22.5912,22.5912,NG,0.7,INNSA1,0,0,20378.71,BOL-8701LBmT,True,True,True,,0,1,4,0,0,2,LC,Bank of Baroda,219692,0.0,0.164935,0,0,0,4,0,2,1,5110.0,0,2.8025951700030483,clean,0
5b29899a-9650-4606-b142-674cca1e4a68,2024-10-14 08:41:37,INV-Xa7464,32253202126,91463582270,Kancheepuram,7204,De-engineered dedicated frame goods,7289.34,NOS,24859.88,1064.78,1064.78,1064.78,0.1461,0.1461,MM,0.85,INNSA1,0,0,24859.88,BOL-6999rPVA,True,True,True,,0,1,0,0,0,2,CAD,State Bank of India,791345,0.0,23.347378,0,0,0,4,0,3,1,2190.0,0,0.698637656892925,clean,0
3dbdd289-d875-46f6-8ad5-320a8922d7dc,2024-05-21 12:30:47,INV-iF0453,30257339384,52805120699,Krishnagiri,0803,Organic user-facing architecture goods,4989.02,MTR,23738.29,1636.48,1636.48,1636.48,0.328,0.328,AE,0.5,INNSA1,0,1,23738.29,BOL-7324vSYx,True,True,True,AE,0,1,3,0,0,1,TT,City Union Bank,674788,0.0,14.505734,0,0,0,4,0,10,1,5110.0,0,0.5606104677352511,clean,0
3bdc7bbc-a411-442c-80e5-15b2c627277d,2025-04-15 02:50:23,INV-Wd0581,96627943611,46949031139,Tiruchirappalli,0901,Optimized eco-centric definition goods,4510.05,MTR,21762.84,12770.15,12770.15,12770.15,2.8315,2.8315,IR,0.98,INNSA1,0,0,21762.84,BOL-3467hphg,True,True,True,,0,1,0,0,0,1,LC,ICICI Bank,436179,0.0,1.704196,0,0,0,4,1,4,1,0.0,0,1.4846079974057205,clean,0
de429e22-55bb-4614-8516-71fa6720f2aa,2024-11-25 22:16:50,INV-lt9170,12437010308,96478101036,Madurai,8542,Secured scalable methodology goods,2694.75,KG,6620.31,518159.5,518159.5,518159.5,192.2849,192.2849,HK,0.45,INMAA4,0,1,6620.31,BOL-5444tyRT,True,,True,OM,0,1,2,1,0,2,CAD,Canara Bank,499304,0.0,0.012777,0,0,0,4,0,14,5,1095.0,0,2.968817844223325,clean,0
92a49786-371d-426e-b0df-210e2f91d811,2025-02-09 09:02:27,INV-rQ5765,26271103277,31892892806,Thanjavur,8471,Integrated executive frame goods,3958.78,LTR,17512.68,363702.52,363702.52,363702.52,91.8724,91.8724,MM,0.85,INNSA1,0,0,17512.68,BOL-3089eXsp,True,True,True,,0,0,0,0,0,0,DA,Canara Bank,814151,0.0,0.048151,0,0,0,4,0,2,3,2920.0,0,0.5554318760493754,clean,0
7a229120-0b2d-4199-bcad-1e92b4a9ee5b,2025-06-02 23:21:17,INV-eT6348,63769877175,35253023365,Thanjavur,7108,User-centric systematic definition goods,8427.56,PCS,31942.12,389225283.34,389225283.34,389225283.34,46184.7992,46184.7992,SY,0.95,INNSA1,0,0,31942.12,BOL-3679runH,True,True,True,,0,1,2,0,0,1,CAD,HDFC Bank,953950,0.0,8.2e-05,0,0,0,4,0,5,3,365.0,0,0.9688285758021578,clean,0
5619be63-23cf-4268-8590-1eaf6a0ec7aa,2025-10-01 04:44:50,INV-jE8428,31929318401,16181180143,Thanjavur,8703,Optional zero-defect support goods,8578.04,LTR,31616.6,111276558.48,111276558.48,111276558.48,12972.2519,12972.2519,HK,0.45,INNSA1,0,0,31616.6,BOL-3919XSqq,True,True,True,OM,0,1,2,0,0,2,LC,Punjab National Bank,464805,0.0,0.000284,0,0,0,4,1,6,1,0.0,0,1.3323567145616526,clean,0
7d87ea9f-4800-4aa1-8ec2-d37cd62b8e0c,2025-04-15 12:38:56,INV-jd4780,31388541537,40224127053,Virudhunagar,2601,User-centric homogeneous conglomeration goods,2045.07,NOS,6939.5,221.78,221.78,221.78,0.1084,0.1084,VN,0.4,INNSA1,0,0,6939.5,BOL-8276Ueiw,True,True,True,,0,1,4,0,0,2,DP,Indian Bank,052373,0.0,31.289573,0,0,0,4,0,4,2,2190.0,0,2.665971963317872,clean,0
aba02c60-85e9-4d86-a0a7-8580cea8c4d7,2024-11-14 20:48:35,INV-jX4532,12969089526,84675823461,Coimbatore,2601,Cross-group well-modulated instruction set goods,2273.24,NOS,8353.94,227.32,227.32,227.32,0.1,0.1,MM,0.85,INICJ4,0,0,8353.94,BOL-6178IKad,True,,True,,0,1,1,0,0,0,DA,Bank of Baroda,793946,0.0,36.749013,0,0,0,5,0,3,2,730.0,0,0.5658843055203603,clean,0
ee9ac413-6925-4acc-9bc9-f461977e9f3d,2025-05-22 04:05:07,INV-Fh7876,59674763393,68783652782,Vellore,7204,Customer-focused web-enabled core goods,7155.95,KG,24925.23,1793.16,1793.16,1793.16,0.2506,0.2506,MM,0.85,INNSA1,0,0,24925.23,BOL-1914zvIP,True,True,True,,0,1,4,0,0,2,CAD,ICICI Bank,206006,0.0,13.900137,0,0,0,4,1,11,1,1095.0,0,2.4226334010407533,clean,0
8b592a02-a3f9-47fd-b656-c933c6ac27b0,2025-12-22 08:42:37,INV-bM5291,11579130388,25309417437,Dindigul,8471,Versatile stable architecture goods,6705.75,NOS,20670.69,708261.13,708261.13,708261.13,105.62,105.62,NG,0.7,INNSA1,0,0,20670.69,BOL-1293aCDf,True,True,True,,0,1,2,0,0,2,LC,HDFC Bank,117387,0.0,0.029185,0,0,0,4,0,11,7,1460.0,0,0.8507412919321925,clean,0
f885f698-84a6-4c27-b6f9-7aada29eaddf,2025-08-02 16:12:20,INV-mY9052,24272358627,63897469913,Tiruchirappalli,5201,Exclusive intangible knowledgebase goods,8812.25,KG,24405.95,19144.73,19144.73,19144.73,2.1725,2.1725,IR,0.98,INNSA1,0,0,24405.95,BOL-7319Xilr,True,True,True,,0,1,1,0,0,1,CAD,Axis Bank,663327,0.0,1.274813,0,0,0,4,0,5,1,0.0,0,1.2220262005274432,clean,0
eec79d33-dd8d-45df-9dfa-8983a3936448,2025-11-23 05:08:31,INV-bU3445,58672452043,68783652782,Sivaganga,0803,Synergized client-server challenge goods,8220.65,LTR,30677.01,2598.37,2598.37,2598.37,0.3161,0.3161,VN,0.4,INNSA1,0,0,30677.01,BOL-8185CFKj,True,True,True,,0,1,3,0,0,1,DA,Bank of Baroda,703342,0.0,11.806259,0,0,0,4,0,12,2,365.0,0,2.5735939855944268,clean,0
